"","Pathway total","Hits.total","Hits.sig","Expected","P(Fisher)","P(EASE)","P(Gamma)","Emp.Hits","Empirical","AdjP.Fisher","AdjP.EASE","AdjP.Gamma","Pathway Number","cpd.hits"
"Glycine, serine and threonine metabolism","30","17","9","9.8507","0.51276","0.65144","0.062764","0","0","1","1","1","P29","EC00048;EC000159;EC000370;EC000262;EC000615;EC000210;EC000662;EC000310;EC000312;EC000314"
"Valine, leucine and isoleucine biosynthesis","8","8","6","5.9515","0.54706","0.72269","0.069776","100","1","1","1","1","P30","EC000180;EC000181;EC000182;EC000102;EC000116;EC000159"
"Caffeine metabolism","10","7","1","1.847","0.56961","0.86799","0.074895","95","0.95","1","1","1","P31","EC000916;EC000917"
"Fatty acid elongation","28","2","1","0.8209","0.59433","1","0.08104","0","0","1","1","1","P32","EC000745"
"Biosynthesis of unsaturated fatty acids","36","11","4","6.3619","0.61829","0.77809","0.08759","0","0","1","1","1","P33","EC000560;EC000561;EC000889;EC000431;EC000566;EC000567"
"Steroid hormone biosynthesis","87","56","16","9.6455","0.63024","0.75889","0.091099","0","0","1","1","1","P34","EC000438;EC000435;EC000340;EC000746;EC000627;EC000940;EC000773;EC000937;EC000770"
"Starch and sucrose metabolism","12","12","7","2.0522","0.63028","0.89471","0.09111","0","0","1","1","1","P35","EC00071;EC00018"
"Fatty acid degradation","35","3","1","1.0261","0.67644","1","0.10644","0","0","1","1","1","P36","EC000745"
"Glycerophospholipid metabolism","13","6","4","4.5149","0.67726","0.85015","0.10674","84","0.84","1","1","1","P37","EC000377;EC00073;EC000418;EC000542"
"Glycerolipid metabolism","7","5","2","2.2575","0.68409","0.91604","0.10929","79","0.79","1","1","1","P38","EC00073;EC000210"
"Alanine, aspartate and glutamate metabolism","28","20","7","10.261","0.70804","0.81912","0.11887","100","1","1","1","1","P39","EC000621;EC00034;EC0009;EC00010;EC00012;EC000262;EC00045;EC000666;EC000668"
"Glutathione metabolism","19","12","2","5.9515","0.72677","0.86515","0.12715","100","1","1","1","1","P40","EC0009;EC00010;EC00012;EC000590;EC000591"
"Drug metabolism - other enzymes","28","12","3","3.694","0.73654","0.90407","0.13177","20","0.2","1","1","1","P41","EC0001033;EC0001029;EC000204"
"One carbon pool by folate","26","16","5","7.3881","0.76554","0.8794","0.14689","0","0","1","1","1","P42","EC000410;EC000411;EC000159;EC000262;EC00048;EC000615"
"Steroid biosynthesis","40","12","1","1.4366","0.7943","1","0.16439","0","0","1","1","1","P43","EC0001044"
"Pentose phosphate pathway","23","21","6","6.5672","0.80595","0.91178","0.17233","94","0.94","1","1","1","P44","EC000581;EC000423;EC00099;EC000210;EC000220"
"Cysteine and methionine metabolism","33","21","6","9.0299","0.81708","0.90495","0.18045","8","0.08","1","1","1","P45","EC000615;EC00048;EC000984;EC000262;EC000605;EC000606;EC0001077"
"Nicotinate and nicotinamide metabolism","15","13","3","4.3097","0.82863","0.94489","0.18951","100","1","1","1","1","P46","EC00034;EC000621;EC000204"
"Selenocompound metabolism","16","5","1","1.6418","0.83605","1","0.19568","0","0","1","1","1","P47","EC000749"
"Amino sugar and nucleotide sugar metabolism","39","28","7","7.3881","0.88205","0.95156","0.24229","68","0.68","1","1","1","P48","EC00018;EC000645;EC000503;EC000504;EC000256"
"Purine metabolism","70","35","10","12.313","0.88629","0.94","0.24751","100","1","1","1","1","P49","EC000282;EC00045;EC0004;EC000579;EC000409;EC000214;EC000552;EC000876;EC000705"
"Folate biosynthesis","26","7","1","2.0522","0.89592","1","0.2601","0","0","1","1","1","P50","EC0001069"
"Propanoate metabolism","19","8","1","3.8993","0.92145","0.98639","0.29996","0","0","1","1","1","P51","EC000519;EC000520"
"Pantothenate and CoA biosynthesis","18","12","5","8.4142","0.94021","0.97813","0.33786","100","1","1","1","1","P52","EC000476;EC000471;EC000159;EC00034;EC000116"
"Pentose and glucuronate interconversions","18","17","7","4.3097","0.94595","0.99139","0.35164","100","1","1","1","1","P53","EC00099;EC000280"
"Sphingolipid metabolism","11","8","1","3.0784","0.96672","1","0.41524","0","0","1","1","1","P54","EC00048"
"Fatty acid biosynthesis","9","6","1","3.2836","0.97352","1","0.44364","100","1","1","1","1","P55","EC000633"
"Ascorbate and aldarate metabolism","8","8","1","3.4888","0.97894","1","0.47095","98","0.98","1","1","1","P56","EC00018"
"Inositol phosphate metabolism","21","13","1","3.4888","0.97894","1","0.47095","99","0.99","1","1","1","P57","EC00018"
"Glycolysis or Gluconeogenesis","23","15","2","4.3097","0.99159","1","0.56909","100","1","1","1","1","P58","EC00018"
"Metabolism of xenobiotics by cytochrome P450","68","33","4","8.4142","0.99445","0.99901","0.60776","41","0.41","1","1","1","P59","EC000877;EC000976;EC000544"
"Pyrimidine metabolism","39","21","6","12.108","0.99649","0.99908","0.64632","100","1","1","1","1","P60","EC00045;EC000229;EC0001078;EC000423;EC000262"
"beta-Alanine metabolism","21","13","2","7.5933","0.99779","0.99979","0.68184","100","1","1","1","1","P61","EC00034;EC000109"
