"","Pathway total","Hits.total","Hits.sig","Expected","P(Fisher)","P(EASE)","P(Gamma)","Emp.Hits","Empirical","AdjP.Fisher","AdjP.EASE","AdjP.Gamma","Pathway Number","cpd.hits"
"Fatty acid degradation","35","3","1","0.625","0.48135","1","0.05504","0","0","1","1","1","P24","EC000745"
"Glutathione metabolism","19","12","2","3.625","0.48585","0.70741","0.055796","95","0.95","1","1","1","P25","EC0009;EC00010;EC000590;EC000591"
"Vitamin B6 metabolism","9","7","3","2.75","0.51972","0.77084","0.061881","100","1","1","1","1","P26","EC000390;EC000196;EC000468"
"Histidine metabolism","16","15","6","6.875","0.52356","0.68143","0.062618","100","1","1","1","1","P27","EC0009;EC00010;EC000109;EC000741;EC000845;EC000287;EC00034"
"Steroid hormone biosynthesis","87","56","9","5.875","0.52815","0.69901","0.063515","0","0","1","1","1","P28","EC000438;EC000340;EC000746;EC000773;EC000937;EC000770"
"Drug metabolism - cytochrome P450","43","27","7","6","0.55008","0.71724","0.068011","14","0.14","1","1","1","P29","EC0001040;EC0001003;EC0001001;EC0001007;EC000815;EC0001019"
"Arginine biosynthesis","14","9","3","4","0.56754","0.77007","0.071863","100","1","1","1","1","P30","EC0009;EC00010;EC00034;EC00045"
"Pantothenate and CoA biosynthesis","18","12","5","5.125","0.58092","0.75811","0.074996","97","0.97","1","1","1","P31","EC000476;EC000471;EC000159;EC00034;EC000116"
"Alanine, aspartate and glutamate metabolism","28","20","6","6.25","0.59254","0.75135","0.077849","100","1","1","1","1","P32","EC000621;EC00034;EC0009;EC00010;EC00045;EC000668"
"Steroid biosynthesis","40","12","1","0.875","0.60149","1","0.08014","0","0","1","1","1","P33","EC0001044"
"Biotin metabolism","4","3","1","1","0.65076","1","0.094337","20","0.2","1","1","1","P34","EC00096"
"Butanoate metabolism","15","9","2","3.375","0.66421","0.86137","0.09875","100","1","1","1","1","P35","EC000519;EC0009;EC00010"
"Caffeine metabolism","10","7","1","1.125","0.69397","1","0.10949","86","0.86","1","1","1","P36","EC000917"
"Glycine, serine and threonine metabolism","30","17","4","6","0.72372","0.85831","0.12178","5","0.05","1","1","1","P37","EC00048;EC000159;EC000310;EC000312;EC000314"
"Taurine and hypotaurine metabolism","8","5","1","1.25","0.73187","1","0.12547","89","0.89","1","1","1","P38","EC000191"
"Pentose and glucuronate interconversions","18","17","7","2.625","0.75147","0.93653","0.13496","95","0.95","1","1","1","P39","EC00099;EC000280"
"Nicotinate and nicotinamide metabolism","15","13","2","2.625","0.75147","0.93653","0.13496","100","1","1","1","1","P40","EC00034;EC000621"
"Amino sugar and nucleotide sugar metabolism","39","28","6","4.5","0.8402","0.94712","0.19354","54","0.54","1","1","1","P41","EC00018;EC000645;EC000256"
"Sphingolipid metabolism","11","8","1","1.875","0.86183","1","0.21362","0","0","1","1","1","P42","EC00048"
"Fatty acid biosynthesis","9","6","1","2","0.87904","1","0.23213","100","1","1","1","1","P43","EC000633"
"Ascorbate and aldarate metabolism","8","8","1","2.125","0.89412","1","0.25072","72","0.72","1","1","1","P44","EC00018"
"Inositol phosphate metabolism","21","13","1","2.125","0.89412","1","0.25072","96","0.96","1","1","1","P45","EC00018"
"Metabolism of xenobiotics by cytochrome P450","68","33","4","5.125","0.89857","0.9698","0.25672","0","0","1","1","1","P46","EC000877;EC000976;EC000544"
"Biosynthesis of unsaturated fatty acids","36","11","2","3.875","0.91126","0.98327","0.27533","0","0","1","1","1","P47","EC000560;EC000566"
"Propanoate metabolism","19","8","1","2.375","0.9189","1","0.28782","0","0","1","1","1","P48","EC000519"
"Pentose phosphate pathway","23","21","2","4","0.92036","0.98537","0.29033","92","0.92","1","1","1","P49","EC00099;EC000220"
"Cysteine and methionine metabolism","33","21","3","5.5","0.92368","0.97857","0.2962","39","0.39","1","1","1","P50","EC00048;EC000605;EC0001077"
"Glycolysis or Gluconeogenesis","23","15","2","2.625","0.93792","1","0.32442","95","0.95","1","1","1","P51","EC00018"
"Glycerophospholipid metabolism","13","6","1","2.75","0.94569","1","0.34242","97","0.97","1","1","1","P52","EC000418"
"One carbon pool by folate","26","16","2","4.5","0.94873","0.99145","0.3501","0","0","1","1","1","P53","EC000159;EC00048"
"Purine metabolism","70","35","4","7.5","0.95145","0.98435","0.35729","100","1","1","1","1","P54","EC000282;EC00045;EC000579;EC000214"
"beta-Alanine metabolism","21","13","2","4.625","0.95416","0.99253","0.36484","100","1","1","1","1","P55","EC00034;EC000109"
"Pyrimidine metabolism","39","21","3","7.375","0.99658","0.99963","0.63782","100","1","1","1","1","P56","EC00045;EC000229"
